,video_id,channel_id,rank,component,watch_video_id,bot_name,phase,homepage_level,videopage_level,phase_level,topic,strategy,note,exp_stage,on_topic
43929,TKHbaHvs_F4,UCIf44toFAHLORJ8dwEQkh9g,4,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,0,0,0,alt-right,no-channel,1,1,False
43930,IKsqloDOzp8,UCZDPtxoaWMsY-YwlD1PXg9g,5,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,0,0,0,alt-right,no-channel,1,1,False
43931,yenyM26kM3Q,UCO90O9BMMKYiKT115NhYCrg,6,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,0,0,0,alt-right,no-channel,1,1,False
43932,KUed-JQTkn4,UCZtDKD0pFpPclXA7ZAti90w,7,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,0,0,0,alt-right,no-channel,1,1,True
43933,e4edgd35Ax8,UCZDPtxoaWMsY-YwlD1PXg9g,8,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,0,0,0,alt-right,no-channel,1,1,False
43934,AlOt4QlTwOU,UCvWVbhkI_ky8PVZX8QaKoog,9,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,0,0,0,alt-right,no-channel,1,1,False
45584,3zlvqFcinr8,UCXHcH4CggCrvIpm0KM0kHQg,0,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,40,41,1,alt-right,no-channel,1,2,False
45585,VgRvFoLMgCQ,UCXJW65KisDOeuBdbwc3J8jQ,1,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,40,41,1,alt-right,no-channel,1,2,False
45586,huKXLK5deJ4,UCmjOmXcwVXN3SOnW7tCO3vQ,2,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,40,41,1,alt-right,no-channel,1,2,False
45587,RN0Yso2j5Oc,UCIZk6RPhfrjVQ4zGDNH2b9A,3,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,40,41,1,alt-right,no-channel,1,2,False
45588,mvTOMyBvJPc,UCT8JJduVdOeK7malduOrMWA,4,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,40,41,1,alt-right,no-channel,1,2,False
45589,AlOt4QlTwOU,UCvWVbhkI_ky8PVZX8QaKoog,5,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,40,41,1,alt-right,no-channel,1,2,False
45590,VhvrgYVYxzU,UCgQwUqvfqI3XjyUAsFD_GWw,6,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,40,41,1,alt-right,no-channel,1,2,False
45591,g7JcalcQ6uI,UCAPcWPgbQmFrnMbgU4wYu5A,7,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,40,41,1,alt-right,no-channel,1,2,False
45592,7TO_oHxuk6c,UCjzHeG1KWoonmf9d5KBvSiw,8,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,40,41,1,alt-right,no-channel,1,2,False
45593,On5f4LwuLHo,UCg7Fa4J1sY0M8V7htBGsp4w,9,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,40,41,1,alt-right,no-channel,1,2,False
46434,bc4mOPIju4A,UCkGCQ4TN-8gvb8QCYIqygHw,0,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,80,42,2,alt-right,no-channel,1,3,False
46435,EGaOx8Vp2wk,UCI8gcSTo1FowsRJdilsjsZw,1,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,80,42,2,alt-right,no-channel,1,3,False
46436,eNPLlrZUCjo,UCP0ZvC29N_YLCMlBYtjmPLA,2,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,80,42,2,alt-right,no-channel,1,3,False
46437,CLhQeCY4yi0,UC0AmFQmsRyQYPKyRm5hDwNg,3,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,80,42,2,alt-right,no-channel,1,3,False
46438,mvTOMyBvJPc,UCT8JJduVdOeK7malduOrMWA,4,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,80,42,2,alt-right,no-channel,1,3,False
46439,3NQjZ1vhBXo,UCgulnd9dJl3Qc_X4nf6_wnQ,5,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,80,42,2,alt-right,no-channel,1,3,False
46440,m6-7cClHVkc,UCwxod2w5NT4qMWfMgZivCYQ,6,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,80,42,2,alt-right,no-channel,1,3,False
46441,g8Lw7sB8kV4,UC-FlpQKjI8EWEJ58hoGZUsA,7,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,80,42,2,alt-right,no-channel,1,3,False
46442,7TO_oHxuk6c,UCjzHeG1KWoonmf9d5KBvSiw,8,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,80,42,2,alt-right,no-channel,1,3,False
46443,RvI2XgMB1Uo,UCEbY8i_4u_ci38x2Dl1U5ig,9,videopage,tDzwWWL2Jw4,alt-right_no-channel_1,videopage_experiment,80,42,2,alt-right,no-channel,1,3,False
46453,oPNdgfspwEE,UCJMC-44oT9l97ra5iemDPiA,0,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,0,0,0,alt-right,no-channel,2,1,False
46454,MB5IX-np5fE,UCAuUUnT6oDeKwE6v1NGQxug,1,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,0,0,0,alt-right,no-channel,2,1,False
46455,6dv8zJiggBs,UCyGOloOIJWt8NlE4tnejQeA,2,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,0,0,0,alt-right,no-channel,2,1,False
46456,A6Dkt7zyImk,UCsT0YIqwnpJCM-mx7-gSA4Q,3,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,0,0,0,alt-right,no-channel,2,1,False
46457,YXSgL-aYlwg,UCsT0YIqwnpJCM-mx7-gSA4Q,4,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,0,0,0,alt-right,no-channel,2,1,False
46458,VRJzvJ5XPQI,UCftwRNsjfRo08xYE31tkiyw,5,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,0,0,0,alt-right,no-channel,2,1,False
46459,S_V4CdP6aLA,UCJ24N4O0bP7LGLBDvye7oCA,6,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,0,0,0,alt-right,no-channel,2,1,False
46460,tic7X3ET4gE,UCsT0YIqwnpJCM-mx7-gSA4Q,7,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,0,0,0,alt-right,no-channel,2,1,False
46461,iuYlGRnC7J8,UCWo4IA01TXzBeGJJKWHOG9g,8,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,0,0,0,alt-right,no-channel,2,1,False
46462,v9EKV2nSU8w,UCAuUUnT6oDeKwE6v1NGQxug,9,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,0,0,0,alt-right,no-channel,2,1,False
47974,VNIRUigPxA8,UC4JKpMFBjWG_3xE9BTQpvpw,0,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,40,41,1,alt-right,no-channel,2,2,False
47975,7XB3sD9QJCI,UCBi2mrWuNuyYy4gbM6fU18Q,1,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,40,41,1,alt-right,no-channel,2,2,False
47976,IMegerGCrxU,UCMRfDsRQygLuf47Uz04PUTA,2,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,40,41,1,alt-right,no-channel,2,2,False
47977,emyi4z-O0ls,UCsooa4yRKGN_zEE8iknghZA,3,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,40,41,1,alt-right,no-channel,2,2,False
47978,vPFCn3itBFE,UC7a7AUHHwXPNsl8JsChLJOg,4,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,40,41,1,alt-right,no-channel,2,2,False
47979,54ioUruxkOw,UCzFpkcvn4ulINJsS5SpLaJQ,5,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,40,41,1,alt-right,no-channel,2,2,False
47980,8anq0Ku5Uyg,UCJMC-44oT9l97ra5iemDPiA,6,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,40,41,1,alt-right,no-channel,2,2,False
47981,Xtr8C7l6gI0,UCaO6WcL3X6e_C9GXQTM0FAg,7,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,40,41,1,alt-right,no-channel,2,2,False
47982,XGn6eJkQlig,UCxGuKN5IZnAN1XmaN0aCz9A,8,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,40,41,1,alt-right,no-channel,2,2,False
47983,3uIvz6r2qds,UCTnhya0OmSG64vw3fVgdGDg,9,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,40,41,1,alt-right,no-channel,2,2,False
48760,kuo5RhbtsGs,UCJMC-44oT9l97ra5iemDPiA,0,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,80,42,2,alt-right,no-channel,2,3,False
48761,8xFLjUt2leM,UCuNjAAXrEmQyxLAanISnZUw,1,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,80,42,2,alt-right,no-channel,2,3,False
48762,RLY0rXxYSuw,UCqB1S1RAxocuO-vd0BVG0Qw,2,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,80,42,2,alt-right,no-channel,2,3,False
48763,M7ocDqkyHtc,UCsT0YIqwnpJCM-mx7-gSA4Q,3,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,80,42,2,alt-right,no-channel,2,3,False
48764,VNIRUigPxA8,UC4JKpMFBjWG_3xE9BTQpvpw,4,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,80,42,2,alt-right,no-channel,2,3,False
48765,XGn6eJkQlig,UCxGuKN5IZnAN1XmaN0aCz9A,5,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,80,42,2,alt-right,no-channel,2,3,False
48766,TT4D3hqIJU0,UCN5PGHIurifMLpvEgP-8q_w,6,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,80,42,2,alt-right,no-channel,2,3,False
48767,gg7NJfIJiqY,UCPLwlOq7DU_3J60Yd99jXSA,7,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,80,42,2,alt-right,no-channel,2,3,False
48768,M8iEEO2UIbA,UCB1GAiSHkOAabvcem7BvUFQ,8,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,80,42,2,alt-right,no-channel,2,3,False
48769,vg8WAv0YT9c,UCsT0YIqwnpJCM-mx7-gSA4Q,9,videopage,P6vLOMEY-IA,alt-right_no-channel_2,videopage_experiment,80,42,2,alt-right,no-channel,2,3,False
48780,wk2YUNglhNE,UCO0akufu9MOzyz3nvGIXAAw,0,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,0,0,0,alt-right,no-channel,3,1,False
48781,S1E8SQde5rk,UCsT0YIqwnpJCM-mx7-gSA4Q,1,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,0,0,0,alt-right,no-channel,3,1,False
48782,XmiG4KzZ4sg,UCPKAKrjoMz7POptCloy7AIQ,2,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,0,0,0,alt-right,no-channel,3,1,False
48783,9b_Vt5lja00,UCL6JmiMXKoXS6bpP1D3bk8g,3,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,0,0,0,alt-right,no-channel,3,1,False
48784,MB5IX-np5fE,UCAuUUnT6oDeKwE6v1NGQxug,4,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,0,0,0,alt-right,no-channel,3,1,False
48785,895AKrvz_AI,UCL6JmiMXKoXS6bpP1D3bk8g,5,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,0,0,0,alt-right,no-channel,3,1,False
48786,oiK-7m50A50,UCMIjEnXruVHtvgSVf6TgfUg,6,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,0,0,0,alt-right,no-channel,3,1,False
48787,ovqM72em1dA,UClBKH8yZRcM4AsRjDVEdjMg,7,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,0,0,0,alt-right,no-channel,3,1,False
48788,VRJzvJ5XPQI,UCftwRNsjfRo08xYE31tkiyw,8,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,0,0,0,alt-right,no-channel,3,1,False
48789,CamYtVpoTNk,UCVfwlh9XpX2Y_tQfjeln9QA,9,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,0,0,0,alt-right,no-channel,3,1,False
50419,HE_azb1d_BA,UCfk4Df9QxO267wlFbStSyAw,0,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,40,41,1,alt-right,no-channel,3,2,False
50420,X3-Tpf1KPSs,UCfpCQ89W9wjkHc8J_6eTbBg,1,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,40,41,1,alt-right,no-channel,3,2,False
50421,G2JeiHxJaxg,UCL6JmiMXKoXS6bpP1D3bk8g,2,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,40,41,1,alt-right,no-channel,3,2,False
50422,e3lzgrFuM4s,UCwpHKudUkP5tNgmMdexB3ow,3,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,40,41,1,alt-right,no-channel,3,2,False
50423,tixOyiR8B-8,UC6wBro4B4pf9xnBh9Xi2zcQ,4,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,40,41,1,alt-right,no-channel,3,2,False
50424,zSINVERu9Lk,UCAqYVj7SQZ--EsYui0JhJhg,5,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,40,41,1,alt-right,no-channel,3,2,False
50425,1GW0WHOJpqY,UCnxGkOGNMqQEUMvroOWps6Q,6,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,40,41,1,alt-right,no-channel,3,2,False
50426,eSzB_g3uiYs,UCh990JFF8shUqSRhCvvztQg,7,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,40,41,1,alt-right,no-channel,3,2,False
50427,u5BtLfn9-dM,UCrq3JYirgV-BLluzTF6X_7A,8,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,40,41,1,alt-right,no-channel,3,2,False
50428,aMcjxSThD54,UCTrQ7HXWRRxr7OsOtodr2_w,9,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,40,41,1,alt-right,no-channel,3,2,False
51356,hk-HZqsoI5k,UCAKK8dbcSmckr2sWJhv5ezA,0,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,80,42,2,alt-right,no-channel,3,3,False
51357,G2JeiHxJaxg,UCL6JmiMXKoXS6bpP1D3bk8g,1,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,80,42,2,alt-right,no-channel,3,3,False
51358,tixOyiR8B-8,UC6wBro4B4pf9xnBh9Xi2zcQ,2,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,80,42,2,alt-right,no-channel,3,3,False
51359,pZ3idssULiE,UCXqQ6yq2PIwoKap3IxoMKGg,3,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,80,42,2,alt-right,no-channel,3,3,False
51360,xVIzCuC621k,UCH0CYJBlFqswdlDdbXDnB-Q,4,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,80,42,2,alt-right,no-channel,3,3,False
51361,5sYhbtk8jJc,UCct9aR7HC79Cv2g-9oDOTLw,5,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,80,42,2,alt-right,no-channel,3,3,False
51362,TJJsWfr3ZNA,UCYnasID4b_7SntN9X9OgfAg,6,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,80,42,2,alt-right,no-channel,3,3,False
51363,u5BtLfn9-dM,UCrq3JYirgV-BLluzTF6X_7A,7,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,80,42,2,alt-right,no-channel,3,3,False
51364,pfgM6nfWU-I,UCqYPhGiB9tkShZorfgcL2lA,8,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,80,42,2,alt-right,no-channel,3,3,False
51365,k6ucIShHW7Q,UCJquYOG5EL82sKTfH9aMA9Q,9,videopage,WIG_bVxgfJw,alt-right_no-channel_3,videopage_experiment,80,42,2,alt-right,no-channel,3,3,False
51376,TSlVv-7d7h4,UCsT0YIqwnpJCM-mx7-gSA4Q,0,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,0,0,0,alt-right,no-channel,4,1,False
51377,H2Gl4QFA6mA,UCuCuEKq1xuRA0dFQj1qg9-Q,1,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,0,0,0,alt-right,no-channel,4,1,False
51378,YMDJA4UvXLA,UCHnyfMqiRRG1u-2MsSQLbXA,2,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,0,0,0,alt-right,no-channel,4,1,False
51379,PB2OegI6wvI,UCAuUUnT6oDeKwE6v1NGQxug,3,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,0,0,0,alt-right,no-channel,4,1,False
51380,Dbq_mWl1fRU,UCYUbNjkuE4lsr2v1Id2O1oA,4,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,0,0,0,alt-right,no-channel,4,1,False
51381,F7flSW1PGsA,UCX6b17PVsYBQ0ip5gyeme-Q,5,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,0,0,0,alt-right,no-channel,4,1,False
51382,S_V4CdP6aLA,UCJ24N4O0bP7LGLBDvye7oCA,6,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,0,0,0,alt-right,no-channel,4,1,False
51383,GG0LY8OLBG8,UCvPXiKxH-eH9xq-80vpgmKQ,7,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,0,0,0,alt-right,no-channel,4,1,False
51384,-E9T6UWaDRA,UCN6Fs5euLATPnAX2SuW6j_Q,8,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,0,0,0,alt-right,no-channel,4,1,False
51385,CNn2R5kUYNQ,UCM2YmsRUeIbRkqjgNm0eTGQ,9,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,0,0,0,alt-right,no-channel,4,1,False
52935,H2Gl4QFA6mA,UCuCuEKq1xuRA0dFQj1qg9-Q,0,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,40,40,1,alt-right,no-channel,4,2,False
52936,7nUZTRXVrac,UCzABoOdRnT4tVs9XYSsyfUg,1,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,40,40,1,alt-right,no-channel,4,2,False
52937,5qkmO7tm8AU,UC-2qq8mcZXIdOrcg4ER8qjw,2,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,40,40,1,alt-right,no-channel,4,2,False
52938,nz8V1kQtgts,UCHpw8xwDNhU9gdohEcJu4aA,3,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,40,40,1,alt-right,no-channel,4,2,False
52939,-E9T6UWaDRA,UCN6Fs5euLATPnAX2SuW6j_Q,4,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,40,40,1,alt-right,no-channel,4,2,False
52940,UbpoC2Y9DIA,UC2Cl2g2xFTZoAEldxYVzQFg,5,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,40,40,1,alt-right,no-channel,4,2,False
52941,lY5QVYuQxmc,UCM2YmsRUeIbRkqjgNm0eTGQ,6,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,40,40,1,alt-right,no-channel,4,2,False
52942,i0J-DiaDx6U,UCA2LFrY0QD0BmZRl2JusAFw,7,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,40,40,1,alt-right,no-channel,4,2,False
52943,6s6kN9Ezws0,UCvWWf-LYjaujE50iYai8WgQ,8,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,40,40,1,alt-right,no-channel,4,2,False
52944,2qxvePKBjP4,UCLCckD5PjOk2M3iS_nPcjNQ,9,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,40,40,1,alt-right,no-channel,4,2,False
53749,5qkmO7tm8AU,UC-2qq8mcZXIdOrcg4ER8qjw,0,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,80,41,2,alt-right,no-channel,4,3,False
53750,7nUZTRXVrac,UCzABoOdRnT4tVs9XYSsyfUg,1,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,80,41,2,alt-right,no-channel,4,3,False
53751,U5_cUtGfIsY,UCJdl3Paao2f3ha5JXMYUCIA,2,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,80,41,2,alt-right,no-channel,4,3,False
53752,Qi-e0dKczJc,UCPuuuhmMW7jh6roOrIV9yRw,3,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,80,41,2,alt-right,no-channel,4,3,False
53753,H2Gl4QFA6mA,UCuCuEKq1xuRA0dFQj1qg9-Q,4,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,80,41,2,alt-right,no-channel,4,3,False
53754,lY5QVYuQxmc,UCM2YmsRUeIbRkqjgNm0eTGQ,5,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,80,41,2,alt-right,no-channel,4,3,False
53755,ARERGvMzhmc,UCi7GJNg51C3jgmYTUwqoUXA,6,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,80,41,2,alt-right,no-channel,4,3,False
53756,tjsIHb5u8PY,UCRftLfHGuTeILm7LJ8Isahw,7,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,80,41,2,alt-right,no-channel,4,3,False
53757,IPfD8V2vQx8,UC_UJdqZuFhRXfeYXYrhwgJA,8,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,80,41,2,alt-right,no-channel,4,3,False
53758,6s6kN9Ezws0,UCvWWf-LYjaujE50iYai8WgQ,9,videopage,faNge-o0V-k,alt-right_no-channel_4,videopage_experiment,80,41,2,alt-right,no-channel,4,3,False
53769,olTClLF9JuQ,UC88lvyJe7aHZmcvzvubDFRg,0,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,0,0,0,alt-right,none,0,1,False
53770,bq-8yHgjqv0,UC6I0KzAD7uFTL1qzxyunkvA,1,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,0,0,0,alt-right,none,0,1,False
53771,T-azcPugmKQ,UCaVg17N5-l_69T_WT036m2w,2,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,0,0,0,alt-right,none,0,1,False
53772,kuseBljHhVA,UCJquYOG5EL82sKTfH9aMA9Q,3,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,0,0,0,alt-right,none,0,1,False
53773,lqGOhyIear0,UCrbxl9wHScrWKWIEoUWNIfQ,4,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,0,0,0,alt-right,none,0,1,False
53774,51usJ74pPP8,UC7_gcs09iThXybpVgjHZ_7g,5,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,0,0,0,alt-right,none,0,1,False
53775,k6ucIShHW7Q,UCJquYOG5EL82sKTfH9aMA9Q,6,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,0,0,0,alt-right,none,0,1,False
53776,CY47coVwhek,UCyDZai57BfE_N0SaBkKQyXg,7,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,0,0,0,alt-right,none,0,1,False
53777,EseFbug7cMg,UCjG94SagJZoyPggcBhUdFCA,8,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,0,0,0,alt-right,none,0,1,False
53778,V6SR4lNqjME,UCjvO9OjMSsaZxVKhMwVCpiQ,9,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,0,0,0,alt-right,none,0,1,False
55349,m1Sn6xOvDps,UCO0akufu9MOzyz3nvGIXAAw,0,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,40,41,1,alt-right,none,0,2,False
55350,tkt879htS7I,UCM2qfdG8u_F43pMNRH6u8ig,1,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,40,41,1,alt-right,none,0,2,False
55351,vkStoorPxD0,UCCXoCcu9Rp7NPbTzIvogpZg,2,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,40,41,1,alt-right,none,0,2,False
55352,59wYr1VWwoU,UCnI3TuOg8D3SCRPW8ET4EAg,3,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,40,41,1,alt-right,none,0,2,False
55353,w7YBuMhKhXE,UCdF5u0ggeSETozc8fsprjcw,4,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,40,41,1,alt-right,none,0,2,False
55354,prEwJDsfWMo,UC0L1suV8pVgO4pCAIBNGx5w,5,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,40,41,1,alt-right,none,0,2,False
55355,iQGTWM1jkgE,UCm2FjVzc3UDIIC21sHLC4MQ,6,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,40,41,1,alt-right,none,0,2,False
55356,Q0OhmGD-4-E,UCyOfqgtsQaM3S-VZnsYnHjQ,7,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,40,41,1,alt-right,none,0,2,False
55357,FaR2JLXaLTQ,UCE_--R1P5-kfBzHTca0dsnw,8,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,40,41,1,alt-right,none,0,2,False
55358,Sellnm7PbdA,UCh_GQqobenO55IJ9sYZWndA,9,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,40,41,1,alt-right,none,0,2,False
56146,HgE491LHYaE,UCupvZG-5ko_eiXAupbDfxWw,0,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,80,42,2,alt-right,none,0,3,False
56147,r9LCwI5iErE,UCAuUUnT6oDeKwE6v1NGQxug,1,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,80,42,2,alt-right,none,0,3,False
56148,0JLvRJzvOic,UCUfsbWIraXIl7a6HKSJINUg,2,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,80,42,2,alt-right,none,0,3,False
56149,IPfD8V2vQx8,UC_UJdqZuFhRXfeYXYrhwgJA,3,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,80,42,2,alt-right,none,0,3,False
56150,3jjRq-CW1dc,UC2m77KGMIKZCD0Kw35-4shQ,4,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,80,42,2,alt-right,none,0,3,False
56151,tkt879htS7I,UCM2qfdG8u_F43pMNRH6u8ig,5,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,80,42,2,alt-right,none,0,3,False
56152,tixOyiR8B-8,UC6wBro4B4pf9xnBh9Xi2zcQ,6,videopage,ya2T1XGYTR8,alt-right_none_0,videopage_experiment,80,42,2,alt-right,none,0,3,False
